Stock_Level_s,Service_Level_alpha,Max_Lambda_Capacity
167,0.53,165.6971044670292
167,0.54,165.37376680894548
167,0.55,165.05003263847325
167,0.56,164.72569396467978
167,0.57,164.4005392571775
167,0.58,164.07435243638017
167,0.59,163.7469118051458
167,0.6,163.41798890736715
167,0.61,163.08734729726814
167,0.62,162.7547412009052
167,0.63,162.41991404855776
167,0.64,162.0825968532019
167,0.65,161.74250640593522
167,0.66,161.3993432538565
167,0.67,161.0527894192298
167,0.68,160.7025058104367
167,0.69,160.34812926477557
167,0.7,159.98926915000305
167,0.71,159.62550343481132
167,0.72,159.25637411710764
167,0.73,158.881381871521
167,0.74,158.4999797419683
167,0.75,158.11156565854338
167,0.76,157.71547349648196
167,0.77,157.31096231288308
167,0.78,156.89720328613967
167,0.79,156.47326373185723
167,0.8,156.03808735994693
167,0.81,155.59046964427444
167,0.82,155.1290267584154
167,0.83,154.65215592568552
167,0.84,154.15798413798822
167,0.85,153.6443008513771
167,0.86,153.10846818967178
167,0.87,152.54729890167116
167,0.88,151.95688696455449
167,0.89,151.33236671112954
167,0.9,150.66756058561836
167,0.91,149.95444678194704
167,0.92,149.18232240813566
167,0.93,148.3364236779738
167,0.94,147.39551160727007
167,0.95,146.3273137788762
167,0.96,145.07900047123738
167,0.97,143.55422738318882
167,0.98,141.54410965577173
167,0.99,138.41468624300333
168,0.5,167.66678450020564
168,0.51,167.34243993399429
168,0.52,167.0183104670865
168,0.53,166.694192453516
168,0.54,166.36988150512792
168,0.55,166.0451715807981
168,0.56,165.71985405305173
168,0.57,165.39371674090407
168,0.58,165.0665428969452
168,0.59,164.73811013560268
168,0.6,164.40818928809514
168,0.61,164.07654316778354
168,0.62,163.74292522735757
168,0.63,163.40707808647187
168,0.64,163.06873190494417
168,0.65,162.72760257228686
168,0.66,162.38338967896078
168,0.67,162.03577422804483
168,0.68,161.68441603765882
168,0.69,161.3289507739998
168,0.7,160.96898654164147
168,0.71,160.60409994099103
168,0.72,160.23383148139706
168,0.73,159.8576802108689
168,0.74,159.4750973876566
168,0.75,159.08547897221274
168,0.76,158.68815665634193
168,0.77,158.28238706399355
168,0.78,157.8673386470522
168,0.79,157.44207564779686
168,0.8,157.00553828990013
168,0.81,156.5565180655441
168,0.82,156.09362656698337
168,0.83,155.61525570345663
168,0.84,155.11952624769253
168,0.85,154.60422030504495
168,0.86,154.06669121468477
168,0.87,153.50374109531484
168,0.88,152.91145087671373
168,0.89,152.28493861277897
168,0.9,151.61800604498805
168,0.91,150.90260443595952
168,0.92,150.12799489226177
168,0.93,149.27936386225963
168,0.94,148.33540060270383
168,0.95,147.26372337016855
168,0.96,146.01132292304624
168,0.97,144.48152634525275
168,0.98,142.46473285001923
168,0.99,139.32479296234726
169,0.5,168.66678380146124
169,0.51,168.3414725007756
169,0.52,168.01637569236092
169,0.53,167.69128912015773
169,0.54,167.36600778053443
169,0.55,167.04032500873586
169,0.56,166.71403154263737
169,0.57,166.3869145525908
169,0.58,166.0587566253476
169,0.59,165.72933468895084
169,0.6,165.39841886406336
169,0.61,165.06577122538485
169,0.62,164.73114445453655
169,0.63,164.39428036295732
169,0.64,164.05490825984168
169,0.65,163.7127431357957
169,0.66,163.3674836274848
169,0.67,163.01880972183073
169,0.68,162.66638014993063
169,0.69,162.30982941035919
169,0.7,161.94876434825957
169,0.71,161.5827601998183
169,0.72,161.21135599024643
169,0.73,160.8340491457648
169,0.74,160.4502891442596
169,0.75,160.05946998239114
169,0.76,159.66092117501623
169,0.77,159.2538969201589
169,0.78,158.83756295129018
169,0.79,158.41098044648612
169,0.8,157.97308615352938
169,0.81,157.52266759473648
169,0.82,157.0583317946378
169,0.83,156.57846536416494
169,0.84,156.08118287532568
169,0.85,155.5642591045834
169,0.86,155.0250386325208
169,0.87,154.4603129792761
169,0.88,153.86615006592382
169,0.89,153.23765171572504
169,0.9,152.5685990287956
169,0.91,151.8509164162831
169,0.92,151.0738290900086
169,0.93,150.2224738803798
169,0.94,149.27546849767808
169,0.95,148.2003221959909
169,0.96,146.94384674515993
169,0.97,145.40904158669423
169,0.98,143.38559212355284
169,0.99,140.23516691888798
170,0.5,169.66678311095495
170,0.51,169.34050793831588
170,0.52,169.01444665270557
170,0.53,168.68839438977437
170,0.54,168.36214553223255
170,0.55,168.03549279353695
170,0.56,167.7082262787883
170,0.57,167.38013251159168
170,0.58,167.0509934148273
170,0.59,166.72058523218192
170,0.6,166.38867737586168
170,0.61,166.05503118408743
170,0.62,165.71939856968993
170,0.63,165.38152053827972
170,0.64,165.0411255509409
170,0.65,164.69792770202847
170,0.66,164.35162467722964
170,0.67,164.00189545031014
170,0.68,163.64839766855494
170,0.69,163.29076466636448
170,0.7,162.92860203317056
170,0.71,162.56148364496727
170,0.72,162.1889470472103
170,0.73,161.8104880491202
170,0.74,161.42555435347538
170,0.75,161.03353799894094
170,0.76,160.63376632985202
170,0.77,160.22549112546758
170,0.78,159.8078754088681
170,0.79,159.37997730296954
170,0.8,158.94073008992157
170,0.81,158.48891733388874
170,0.82,158.02314150515366
170,0.83,157.54178393197105
170,0.84,157.04295300391865
170,0.85,156.52441619018552
170,0.86,155.98350933859606
170,0.87,155.4170134019766
170,0.88,154.82098333105193
170,0.89,154.19050476629366
170,0.9,153.51933822729617
170,0.91,152.7993813528669
170,0.92,152.019823565841
170,0.93,151.16575222483374
170,0.94,150.21571370436783
170,0.95,149.13710857697527
170,0.96,147.87657015075735
170,0.97,146.33677118874758
170,0.98,144.30668538249776
170,0.99,141.14580574350032
171,0.5,170.66678242854198
171,0.51,170.33954622119194
171,0.52,170.01252329740328
171,0.53,169.68550818632303
171,0.54,169.35829465880613
171,0.55,169.03067480834792
171,0.56,168.7024381091334
171,0.57,168.37337043992068
171,0.58,168.04325306166876
171,0.59,167.71186153571813
171,0.6,167.37896456789917
171,0.61,167.044322762117
171,0.62,166.70768726466963
171,0.63,166.36879827770593
171,0.64,166.02738341669018
171,0.65,165.6831558823581
171,0.66,165.33581241221103
171,0.67,164.98503096983362
171,0.68,164.63046812188065
171,0.69,164.2717560419962
171,0.7,163.908499067587
171,0.71,163.5402697184476
171,0.72,163.16660406462182
171,0.73,162.78699630307602
171,0.74,162.40089236669053
171,0.75,162.00768234188152
171,0.76,161.60669140883175
171,0.77,161.19716893513245
171,0.78,160.77827524142597
171,0.79,160.3490654044315
171,0.8,159.9084692508324
171,0.81,159.45526639825175
171,0.82,158.9880547760821
171,0.83,158.50521044539434
171,0.84,158.00483563146585
171,0.85,157.48469051763738
171,0.86,156.94210224457814
171,0.87,156.3738412287801
171,0.88,155.77594948863552
171,0.89,155.14349652925307
171,0.9,154.4702223500109
171,0.91,153.74799789581203
171,0.92,152.96597690533758
171,0.93,152.1091974102913
171,0.94,151.15613465829753
171,0.95,150.07408085844665
171,0.96,148.80949137928658
171,0.97,147.26471326085095
171,0.98,145.22801056374868
171,0.99,142.05670710185663
172,0.5,171.66678175408083
172,0.51,171.33858732435397
172,0.52,171.0106055764802
172,0.53,170.68263043487477
172,0.54,170.35445506032414
172,0.55,170.02587092817274
172,0.56,169.69666688353232
172,0.57,169.3666281621973
172,0.58,169.03553536513823
172,0.59,168.703163373342
172,0.6,168.36928018832586
172,0.61,168.03364568182317
172,0.62,167.6960102358375
172,0.63,167.35611325140172
172,0.64,167.01368150082905
172,0.65,166.66842729384473
172,0.66,166.32004642253227
172,0.67,165.9682158432439
172,0.68,165.61259104515847
172,0.69,165.2528030445516
172,0.7,164.88845493045903
172,0.71,164.5191178704336
172,0.72,164.14432646341288
172,0.73,163.76357329881347
172,0.74,163.37630254478182
172,0.75,162.98190234118107
172,0.76,162.5796957103552
172,0.77,162.16892961526293
172,0.78,161.74876168199137
172,0.79,161.31824394994774
172,0.8,160.87630280042686
172,0.81,160.42171391601923
172,0.82,159.95307069846842
172,0.83,159.46874395701877
172,0.84,158.96682977061857
172,0.85,158.44508105799903
172,0.86,157.90081627805313
172,0.87,157.33079534164546
172,0.88,156.73104737252066
172,0.89,156.09662578743627
172,0.9,155.42125012533282
172,0.91,154.69676471495902
172,0.92,153.91228771475846
172,0.93,153.05280797313895
172,0.94,152.0967298178633
172,0.95,151.01123740991764
172,0.96,149.74260869592737
172,0.97,148.19286594006905
172,0.98,146.14956563434018
172,0.99,142.9678686937152
173,0.5,172.66678108743335
173,0.51,172.3376312231176
173,0.52,172.0086934406907
173,0.53,171.67976106159182
173,0.54,171.35062663831044
173,0.55,171.02108102983485
173,0.56,170.69091245403
173,0.57,170.3599055055933
173,0.58,170.02784012742322
173,0.59,169.69449052212795
173,0.6,169.3596239889564
173,0.61,169.02299966959566
173,0.62,168.68436718397328
173,0.63,168.3434651343317
173,0.64,168.0000194522803
173,0.65,167.65374155911994
173,0.66,167.30432630426003
173,0.67,166.9514496397436
173,0.68,166.59476598040027
173,0.69,166.2339051884956
173,0.7,165.86846910831667
173,0.71,165.49802755909806
173,0.72,165.12211367293898
173,0.73,164.74021843637
173,0.74,164.35178425792293
173,0.75,163.95619733655408
173,0.76,163.5527785430274
173,0.77,163.14077244264317
173,0.78,162.71933397474746
173,0.79,162.28751215024312
173,0.8,161.8442299150265
173,0.81,161.3882590280644
173,0.82,160.91818837657723
173,0.83,160.43238353320663
173,0.84,159.92893444838674
173,0.85,159.40558679729335
173,0.86,158.85965038220166
173,0.87,158.28787463878894
173,0.88,157.6862758335095
173,0.89,157.0498913413733
173,0.9,156.37242030014238
173,0.91,155.64568049948602
173,0.92,154.85875462062435
173,0.93,153.9965824710379
173,0.94,153.03749766386753
173,0.95,151.94857662459623
173,0.96,150.67592039106765
173,0.97,149.1212273905317
173,0.98,147.0713485908341
173,0.99,143.8792882522281
174,0.5,173.6667804284645
174,0.51,173.3366778931568
174,0.52,173.00678684150247
174,0.53,172.6768999937055
174,0.54,172.34680929571425
174,0.55,172.01630499194025
174,0.56,171.6851746748123
174,0.57,171.35320229978132
174,0.58,171.0201671535732
174,0.59,170.68584276237561
174,0.6,170.349995725196
174,0.61,170.01238445578224
174,0.62,169.67275781418533
174,0.63,169.33085360616238
174,0.64,168.9863969250452
174,0.65,168.6390983062738
174,0.66,168.28865165930375
174,0.67,167.93473193476652
174,0.68,167.5769924762422
174,0.69,167.2150619953158
174,0.7,166.8485410951165
174,0.71,166.47699825045018
174,0.72,166.09996513080878
174,0.73,165.71693112446002
174,0.74,165.32733688539608
174,0.75,164.93056667726393
174,0.76,164.52593922545196
174,0.77,164.11269670451583
174,0.78,163.68999137480714
174,0.79,163.2568692274558
174,0.8,162.81224978286338
174,0.81,162.35490088768321
174,0.82,161.88340692762492
174,0.83,161.3961282538195
174,0.84,160.89114870584817
174,0.85,160.36620673620322
174,0.86,159.81860351548318
174,0.87,159.24507803435495
174,0.88,158.64163373901724
174,0.89,158.00329200893313
174,0.9,157.32373163943353
174,0.91,156.59474395751766
174,0.92,155.8053762693067
174,0.93,154.94051948249347
174,0.94,153.97843669906555
174,0.95,152.88609691890662
174,0.96,151.60942477979364
174,0.97,150.04979580288597
174,0.98,147.99335745872256
174,0.99,144.79096354326572
175,0.5,174.6667797770424
175,0.51,174.3357273104964
175,0.52,174.00488573108234
175,0.53,173.67404715949462
175,0.54,173.34300293688153
175,0.55,173.0115426948417
175,0.56,172.67945340216286
175,0.57,172.34651837688418
175,0.58,172.012516251442
175,0.59,171.67721987754481
175,0.6,171.34039515596803
175,0.61,171.00179977460914
175,0.62,170.66118183582321
175,0.63,170.3182783511674
175,0.64,169.97281357810107
175,0.65,169.62449716874514
175,0.66,169.27302209529785
175,0.67,168.91806230985202
175,0.68,168.55927008781137
175,0.69,168.1962729933809
175,0.7,167.82867039209202
175,0.71,167.4560294181778
175,0.72,167.07788028271776
175,0.73,166.69371078030014
175,0.74,166.30295981540885
175,0.75,165.90500972193075
175,0.76,165.49917708603
175,0.77,165.08470169837162
175,0.78,164.6607331479931
175,0.79,164.2263144149076
175,0.8,163.7803616038404
175,0.81,163.3216386603444
175,0.82,162.84872548151884
175,0.83,162.35997721194676
175,0.84,161.8534715978654
175,0.85,161.32693988977653
175,0.86,160.77767465132854
175,0.87,160.20240445809574
175,0.88,159.59711997273774
175,0.89,158.95682662497475
175,0.9,158.27518292594928
175,0.91,157.54395381574375
175,0.92,156.75215132662817
175,0.93,155.88461760643602
175,0.94,154.91954544772406
175,0.95,153.8237967320222
175,0.96,152.5431202013934
175,0.97,150.9785693937635
175,0.98,148.91559029184643
175,0.99,145.70289236476012
176,0.5,175.66677913303812
176,0.51,175.3347794515051
176,0.52,175.00299006228198
176,0.53,174.6712024882645
176,0.54,174.3392074675269
176,0.55,174.00679402060368
176,0.56,173.6737484944213
176,0.57,173.33985357142598
176,0.58,173.00488723163173
176,0.59,172.66862165419232
176,0.6,172.33082204364348
176,0.61,171.9912453641035
176,0.62,171.64963896239303
176,0.63,171.30573905813532
176,0.64,170.9592690753018
176,0.65,170.60993778521424
176,0.66,170.25743722548717
176,0.67,169.90144035252308
176,0.68,169.54159837659586
176,0.69,169.1775377178031
176,0.7,168.80885650760797
176,0.71,168.4351205434938
176,0.72,168.05585858228648
176,0.73,167.67055682943908
176,0.74,167.2786524449154
176,0.75,166.87952583834408
176,0.76,166.47249146276363
176,0.77,166.05678673174424
176,0.78,165.63155857062338
176,0.79,165.19584695687993
176,0.8,164.74856458929756
176,0.81,164.28847152344574
176,0.82,163.81414318060354
176,0.83,163.32392951364068
176,0.84,162.81590219281
176,0.85,162.28778528713863
176,0.86,161.7368627778404
176,0.87,161.15985285505906
176,0.88,160.5527334343179
176,0.89,159.91049404100724
176,0.9,159.22677295982652
176,0.91,158.49330881904788
176,0.92,157.69907847747373
176,0.93,156.82887546181234
176,0.94,155.86082245519103
176,0.95,154.76167452541077
176,0.96,153.47700501887272
176,0.97,151.9075464052609
176,0.98,149.8380451718288
176,0.99,146.61507254606403
177,0.5,176.66677849632572
177,0.51,176.33383429288872
177,0.52,176.00109978862454
177,0.53,175.6683659103266
177,0.54,175.33542279470637
177,0.55,175.0020588529683
177,0.56,174.668059811942
177,0.57,174.33320772028426
177,0.58,173.99727990743787
177,0.59,173.6600478819102
177,0.6,173.32127615397258
177,0.61,172.9807209660174
177,0.62,172.6381289114745
177,0.63,172.29323542027961
177,0.64,171.9457630852807
177,0.65,171.59541979949876
177,0.66,171.24189666861542
177,0.67,170.88486565616685
177,0.68,170.5239769103181
177,0.69,170.15885571030378
177,0.7,169.78909895701852
177,0.71,169.41427111498635
177,0.72,169.03389949090285
177,0.73,168.6474687055917
177,0.74,168.25441417944242
177,0.75,167.85411440328045
177,0.76,167.44588170306537
177,0.77,167.02895112201034
177,0.78,166.6024669293026
177,0.79,166.16546610839606
177,0.8,165.7168579617845
177,0.81,165.2553986660767
177,0.82,164.77965917941313
177,0.83,164.28798427765858
177,0.84,163.77843957229368
177,0.85,163.24874197121247
177,0.86,162.6961668975013
177,0.87,162.1174221852837
177,0.88,161.50847303904027
177,0.89,160.86429312485853
177,0.9,160.17850055825008
177,0.91,159.4428077301456
177,0.92,158.64615642541145
177,0.93,157.77329168718754
177,0.94,156.80226628747633
177,0.95,155.6997287823911
177,0.96,154.4110776184837
177,0.97,152.8367251044335
177,0.98,150.76072020752295
177,0.99,147.52750194732707
178,0.5,177.666777866782
178,0.51,177.33289181168337
178,0.52,176.99921486429108
178,0.53,176.6655373569784
178,0.54,176.33164882679088
178,0.55,175.99733707732204
178,0.56,175.66238721705432
178,0.57,175.3265806626434
178,0.58,174.9896940947962
178,0.59,174.65149835326574
178,0.6,174.31175725601764
178,0.61,173.97022632575445
178,0.62,173.62665140464037
178,0.63,173.28076713515125
178,0.64,172.93229528135592
178,0.65,172.58094286045178
178,0.66,172.22640004881612
178,0.67,171.86833781991888
178,0.68,171.50640526281148
178,0.69,171.1402265190828
178,0.7,170.7693972625288
178,0.71,170.39348062847267
178,0.72,170.01200247756842
178,0.73,169.6244458504776
178,0.74,169.23024443291953
178,0.75,168.82877480232543
178,0.76,168.4193471635716
178,0.77,168.00119419619497
178,0.78,167.57345752071845
178,0.79,167.13517113500825
178,0.8,166.68524095483875
178,0.81,166.22241928878728
178,0.82,165.74527264443017
178,0.83,165.2521406352115
178,0.84,164.74108283090632
178,0.85,164.20980899844534
178,0.86,163.6555860268893
178,0.87,163.07511142350316
178,0.88,162.46433771751376
178,0.89,161.81822276035274
178,0.9,161.1303645551156
178,0.91,160.39244932923177
178,0.92,159.59338389232303
178,0.93,158.7178649403571
178,0.94,157.7438755308433
178,0.95,156.63795800770103
178,0.96,155.34533640926514
178,0.97,153.7661037828022
178,0.98,151.68361353447426
178,0.99,148.44017845888735
179,0.5,178.6667772442866
179,0.51,178.33195198524888
179,0.52,177.9973352441078
179,0.53,177.66271676048422
179,0.54,177.32788547344023
179,0.55,176.9926285806634
179,0.56,176.65673057402384
179,0.57,176.31997223994915
179,0.58,175.98212961223055
179,0.59,175.64297286374284
179,0.6,175.30226512208804
179,0.61,174.95976119229775
179,0.62,174.61520616737792
179,0.63,174.26833390455332
179,0.64,173.91886534143822
179,0.65,173.56650662186294
179,0.66,173.2109469955067
179,0.67,172.85185644854982
179,0.68,172.4888830139001
179,0.69,172.12164969869093
179,0.7,171.7497509530602
179,0.71,171.37274858685717
179,0.72,170.9901670187484
179,0.73,170.60148771366332
179,0.74,170.20614262751386
179,0.75,169.8035064297004
179,0.76,169.39288720996117
179,0.77,168.9735152907816
179,0.78,168.54452965144307
179,0.79,168.10496131259077
179,0.8,167.6537128127693
179,0.81,167.18953260336232
179,0.82,166.71098275385057
179,0.83,166.21639772971915
179,0.84,165.70383107596078
179,0.85,165.17098543854306
179,0.86,164.61511919640054
179,0.87,164.0329195588565
179,0.88,163.42032641537216
179,0.89,162.77228184699544
179,0.9,162.08236380070073
179,0.91,161.34223241363668
179,0.92,160.54075961804367
179,0.93,159.66259389796878
179,0.94,158.68564879141044
179,0.95,157.57636072707626
179,0.96,156.27977982259472
179,0.97,154.69568075587247
179,0.98,152.60672331439568
179,0.99,149.35310000067895
180,0.5,179.66677662872183
180,0.51,179.3310147912627
180,0.52,178.9954608835333
180,0.53,178.659904054056
180,0.54,178.324132645578
180,0.55,177.98793325157135
180,0.56,177.6510897490142
180,0.57,177.31338229586447
180,0.58,176.97458628080238
180,0.59,176.63447121168494
180,0.6,176.29279952767655
180,0.61,175.94932531813978
180,0.62,175.60379292901214
180,0.63,175.2559354344576
180,0.64,174.90547294794106
180,0.65,174.55211074236166
180,0.66,174.19553714328504
180,0.67,173.8354211523552
180,0.68,173.4714097492816
180,0.69,173.10312480990547
180,0.7,172.73015956411876
180,0.71,172.35207449999243
180,0.72,171.9683925982258
180,0.73,171.5785937524091
180,0.74,171.18210819346896
180,0.75,170.77830868809352
180,0.76,170.36650121677846
180,0.77,169.94591375152703
180,0.78,169.51568263773996
180,0.79,169.07483592713785
180,0.8,168.62227279044615
180,0.81,168.1567378326018
180,0.82,167.67678869735443
180,0.83,167.18075471657104
180,0.84,166.6666834272438
180,0.85,166.13227037421044
180,0.86,165.57476544997908
180,0.87,164.99084559460644
180,0.88,164.37643809298027
180,0.89,163.72646929966695
180,0.9,163.03449716134483
180,0.91,162.29215579749103
180,0.92,161.4882823600109
180,0.93,160.60747725515398
180,0.94,159.62758469476327
180,0.95,158.51493548683993
180,0.96,157.21440631175227
180,0.97,155.62545436266583
180,0.98,153.5300477346566
180,0.99,150.26626452165317
181,0.5,180.66677601997256
181,0.51,180.33008020771337
181,0.52,179.9935917386462
181,0.53,179.65709917183509
181,0.54,179.3203902553669
181,0.55,178.98325098017457
181,0.56,178.64546461005042
181,0.57,178.30681067622623
181,0.58,177.96706392406116
181,0.59,177.62599319823937
181,0.6,177.28336025139743
181,0.61,176.93891845921425
181,0.62,176.59241142263122
181,0.63,176.24357143492367
181,0.64,175.89211778769308
181,0.65,175.537754885323
181,0.66,175.18017013182853
181,0.67,174.8190315470478
181,0.68,174.45398506041272
181,0.69,174.08465141960934
181,0.7,173.7106226376673
181,0.71,173.33145788454416
181,0.72,172.9466787069589
181,0.73,172.55576343151893
181,0.74,172.15814056894752
181,0.75,171.753180988495
181,0.76,171.3401885672609
181,0.77,170.91838893328105
181,0.78,170.4869158053751
181,0.79,170.0447942745668
181,0.8,169.59092015309466
181,0.81,169.1240342101065
181,0.82,168.64268967588268
181,0.83,168.14521076289367
181,0.84,167.62963901677355
181,0.85,167.09366290089858
181,0.86,166.53452384485325
181,0.87,165.94888854786495
181,0.88,165.33267172514738
181,0.89,164.6807840483233
181,0.9,163.9867635191366
181,0.91,163.2422183113992
181,0.92,162.43595089292242
181,0.93,161.55251372516824
181,0.94,160.5696818855758
181,0.95,159.45368085350236
181,0.96,158.14921435149404
181,0.97,156.55542296526255
181,0.98,154.45358500778417
181,0.99,151.17966999921597
182,0.5,181.6667754179262
182,0.51,181.3291482128947
182,0.52,180.99172776613324
182,0.53,180.65430204887411
182,0.54,180.31665821618463
182,0.55,179.97858165812136
182,0.56,179.63985502698256
182,0.57,179.30025722900325
182,0.58,178.9595623679964
182,0.59,178.61753862730302
182,0.6,178.2739470749259
182,0.61,177.92854037482928
182,0.62,177.58106138501358
182,0.63,177.23124162001963
182,0.64,176.8787995518525
182,0.65,176.52343871877585
182,0.66,176.16484560579593
182,0.67,175.80268725365303
182,0.68,175.43660854439784
182,0.69,175.06622910067262
182,0.7,174.6911397220002
182,0.71,174.31089826385931
182,0.72,173.9250248429425
182,0.73,173.53299622319463
182,0.74,173.13423919987818
182,0.75,172.72812275003633
182,0.76,172.31394865317066
182,0.77,171.89094019981036
182,0.78,171.4582284894334
182,0.79,171.0148356605261
182,0.8,170.55965417609514
182,0.81,170.09142098006902
182,0.82,169.60868490141902
182,0.83,169.10976504732338
182,0.84,168.5926969885628
182,0.85,168.05516212655806
182,0.86,167.4943934512787
182,0.87,166.90704744932492
182,0.88,166.2890263008478
182,0.89,165.63522503770463
182,0.9,164.93916177160932
182,0.91,164.19241880212053
182,0.92,163.38376400840212
182,0.93,162.49770203904086
182,0.94,161.51193902724134
182,0.95,160.39259541337077
182,0.96,159.08420243763746
182,0.97,157.48558494835615
182,0.98,155.3773333709773
182,0.99,152.09331443867745
183,0.5,182.6667748224727
183,0.51,182.3282187853998
183,0.52,181.9898689232775
183,0.53,181.6515126211194
183,0.54,181.3129364426007
183,0.55,180.97392517855042
183,0.56,180.63426087145083
183,0.57,180.29372180425514
183,0.58,179.9520814409905
183,0.59,179.60910730546945
183,0.6,179.26455978293944
183,0.61,178.9181908276027
183,0.62,178.56974255655695
183,0.63,178.21894570774495
183,0.64,177.86551793582382
183,0.65,177.5091619153132
183,0.66,177.14956321473144
183,0.67,176.78638789840642
183,0.68,176.41927980388047
183,0.69,176.04785743183749
183,0.7,175.6717103716216
183,0.71,175.29039516783746
183,0.72,174.9034305110724
183,0.73,174.51029160689356
183,0.74,174.1104035398061
183,0.75,173.7031333998338
183,0.76,173.28778087463073
183,0.77,172.86356692362713
183,0.78,172.42962003413905
183,0.79,171.9849594002079
183,0.8,171.52847414478762
183,0.81,171.05889739706998
183,0.82,170.57477359677773
183,0.83,170.07441675978492
183,0.84,169.5558564983883
183,0.85,169.0167671713987
183,0.86,168.4543733522878
183,0.87,167.8653213429992
183,0.88,167.2455008229484
183,0.89,166.58979122705082
183,0.9,165.89169083144392
183,0.91,165.14275613225877
183,0.92,164.33172051467466
183,0.93,163.44304094523298
183,0.94,162.45435480151272
183,0.95,161.33167777216846
183,0.96,160.01936908665635
183,0.97,158.41593871881855
183,0.98,156.30129108563258
183,0.99,153.00719587271652
184,0.5,183.66677423350433
184,0.51,183.32729190411538
184,0.52,182.98801516794694
184,0.53,182.64873082539387
184,0.54,182.3092248503534
184,0.55,181.9692814360623
184,0.56,181.62868201685117
184,0.57,181.2872042540923
184,0.58,180.94462097377306
184,0.59,180.6006990419772
184,0.6,180.25519816306004
184,0.61,179.90786958339837
184,0.62,179.55845468120896
184,0.63,179.2066834199553
184,0.64,178.85227263917662
184,0.65,178.49492415200496
184,0.66,178.1343226129711
184,0.67,177.770133112654
184,0.68,177.40199844693694
184,0.69,177.02953599760582
184,0.7,176.6523341471267
184,0.71,176.26994813280535
184,0.72,175.8818952230133
184,0.73,175.48764906918964
184,0.74,175.08663304974715
184,0.75,174.6782123728355
184,0.76,174.26168463996476
184,0.77,173.83626848582148
184,0.78,173.40108979268086
184,0.79,172.95516481816566
184,0.8,172.4973793542811
184,0.81,172.02646272587927
184,0.82,171.5409549953961
184,0.83,171.03916510127553
184,0.84,170.51911671356555
184,0.85,169.97847716765472
184,0.86,169.41446264344512
184,0.87,168.82370928596566
184,0.88,168.20209430794282
184,0.89,167.54448158982404
184,0.9,166.84434962617914
184,0.91,166.09322917995874
184,0.92,165.2798192362479
184,0.93,164.3885292093042
184,0.94,163.39692790815093
184,0.95,162.2709265546638
184,0.96,160.95471283528582
184,0.97,159.34648270527637
184,0.98,157.2254564368816
184,0.99,153.92131236085766
185,0.5,184.6667736509157
185,0.51,184.32636754821604
185,0.52,183.98616645858323
185,0.53,183.6459565993804
185,0.54,183.30552335632763
185,0.55,182.96465032669155
185,0.56,182.6231183383018
185,0.57,182.28070443263692
185,0.58,181.93718079937614
185,0.59,181.59231364865957
185,0.6,181.24586200579824
185,0.61,180.89757641126462
185,0.62,180.54719750639958
185,0.63,180.19445448228905
185,0.64,179.83906336556612
185,0.65,179.48072511031262
185,0.66,179.11912345955156
185,0.67,178.7539225327551
185,0.68,178.38476408697326
185,0.69,178.01126438812943
185,0.7,177.63301061508557
185,0.71,177.24955670139468
185,0.72,176.86041849707001
185,0.73,176.46506810363786
185,0.74,176.06292719804563
185,0.75,175.6533591116724
185,0.76,175.23565936554107
185,0.77,174.8090442758983
185,0.78,174.37263712704143
185,0.79,173.92545124813572
185,0.8,173.46636910926762
185,0.81,172.99411624126196
185,0.82,172.5072283411325
185,0.83,172.00400928365394
185,0.84,171.48247681272926
185,0.85,170.9402912593561
185,0.86,170.37466043260892
185,0.87,169.78221034811844
185,0.88,169.15880578569215
185,0.89,168.49929511343817
185,0.9,167.79713709792878
185,0.91,167.04383683861096
185,0.92,166.2280590136031
185,0.93,165.33416561358746
185,0.94,164.33965706458278
185,0.95,163.21034040430771
185,0.96,161.89023224013712
185,0.97,160.27721535769703
185,0.98,158.14982773313992
185,0.99,154.83566198896108
186,0.5,185.66677307460375
186,0.51,185.3254456971589
186,0.52,184.98432275419103
186,0.53,184.6431898816055
186,0.54,184.30183187853316
186,0.55,183.9600317478796
186,0.56,183.61756971261073
186,0.57,183.27422219598475
186,0.58,182.92976075309053
186,0.59,182.58395093989523
186,0.6,182.23655110449855
186,0.61,181.8873110833739
186,0.62,181.53597078297526
186,0.63,181.1822586240956
186,0.64,180.82588982265585
186,0.65,180.46656447600606
186,0.66,180.10396541812122
186,0.67,179.73775579998716
186,0.68,179.36757634262395
186,0.69,178.99304219910317
186,0.7,178.61373934793014
186,0.71,178.22922042242254
186,0.72,177.83899985806173
186,0.73,177.4425482106422
186,0.74,177.03928546023565
186,0.75,176.62857306651264
186,0.76,176.2097044756203
186,0.77,175.78189369161782
186,0.78,175.34426140783086
186,0.79,174.8958180328637
186,0.8,174.43544272384096
186,0.81,173.9618572277893
186,0.82,173.4735928880689
186,0.83,172.96894852943515
186,0.84,172.4459359856191
186,0.85,171.90220860210525
186,0.86,171.33496583969858
186,0.87,170.7408236119256
186,0.88,170.11563429917197
186,0.89,169.45423079899476
186,0.9,168.75005220310598
186,0.91,167.99457801656285
186,0.92,167.17643870289268
186,0.93,166.2799489568714
186,0.94,165.28254100556663
186,0.95,164.14991798288054
186,0.96,162.8259258773216
186,0.97,161.20813514698526
186,0.98,159.07440330566695
186,0.99,155.750242868725
187,0.5,186.66677250446756
187,0.51,186.32452633067822
